Name,League,Year,Club,Matches Played,Starts,Minutes,Goals,Assists,Penalty Goals,Penalty Attempts,xGoals,non-penalty xGoals,xAssists
Marcelo Brozović,2014-2015,1. 1. HNL,Dinamo Zagreb,14,12,"1,061",1,4,0,0,,,
Marcelo Brozović,2014-2015,1. Serie A,Inter,15,13,"1,051",1,1,0,0,,,
Marcelo Brozović,2015-2016,1. Serie A,Inter,32,25,"2,390",4,5,0,0,,,
Marcelo Brozović,2016-2017,1. Serie A,Inter,23,20,"1,737",4,2,0,0,,,
Marcelo Brozović,2017-2018,1. Serie A,Inter,31,21,"1,926",4,8,0,0,2.2,2.2,4.9
Marcelo Brozović,2018-2019,1. Serie A,Inter,32,31,"2,650",2,1,0,0,1.0,1.0,3.4
Marcelo Brozović,2019-2020,1. Serie A,Inter,32,30,"2,701",3,6,0,0,3.2,3.2,2.8
Marcelo Brozović,2020-2021,1. Serie A,Inter,33,29,"2,581",2,6,0,0,1.0,1.0,4.4
Marcelo Brozović,2021-2022,1. Serie A,Inter,35,35,"2,937",2,1,0,0,1.3,1.3,1.9
Marcelo Brozović,2022-2023,1. Serie A,Inter,28,19,"1,770",3,5,0,0,2.5,2.5,2.8
Marcelo Brozović,2023-2024,1. Pro League,Al-Nassr,30,27,"2,497",4,8,0,0,,,
Marcelo Brozović,2024-2025,1. Saudi Professional League,Al-Nassr,10,9,836,1,0,0,0,,,
Marco Benassi,2012-2013,1. Serie A,Inter,6,3,263,0,0,0,0,,,
Marco Benassi,2013-2014,1. Serie A,Livorno,20,17,"1,533",2,3,0,0,,,
Marco Benassi,2014-2015,1. Serie A,Torino,25,17,"1,356",3,2,0,0,,,
Marco Benassi,2015-2016,1. Serie A,Torino,32,21,"1,910",3,2,0,0,,,
Marco Benassi,2016-2017,1. Serie A,Torino,28,24,"2,044",5,3,0,0,,,
Marco Benassi,2017-2018,1. Serie A,Fiorentina,35,35,"2,782",5,3,0,0,4.0,4.0,3.1
Marco Benassi,2018-2019,1. Serie A,Fiorentina,32,29,"2,282",7,1,0,0,5.6,5.6,2.0
Marco Benassi,2019-2020,1. Serie A,Fiorentina,18,10,980,1,1,0,0,1.0,1.0,1.3
Marco Benassi,2020-2021,1. Serie A,Hellas Verona,0,0,,,,,,,,
Marco Benassi,2021-2022,1. Serie A,Empoli,12,3,382,0,0,0,0,0.9,0.9,0.5
Marco Benassi,2021-2022,1. Serie A,Fiorentina,6,1,158,0,0,0,0,0.1,0.1,0.1
Marco Benassi,2022-2023,1. Serie A,Fiorentina,2,1,93,0,0,0,0,0.0,0.0,0.1
Marco Benassi,2022-2023,1. Serie A,Cremonese,15,11,998,0,0,0,0,1.3,1.3,0.4
Marco Parolo,2009-2010,2. Serie B,Cesena,36,30,"2,751",5,0,0,0,,,
Marco Parolo,2010-2011,1. Serie A,Cesena,37,37,"3,192",5,0,0,0,,,
Marco Parolo,2011-2012,1. Serie A,Cesena,31,30,"2,676",1,0,0,0,,,
Marco Parolo,2012-2013,1. Serie A,Parma,36,34,"2,999",3,2,0,0,,,
Marco Parolo,2013-2014,1. Serie A,Parma,36,36,"3,190",8,6,0,0,,,
Marco Parolo,2014-2015,1. Serie A,Lazio,34,34,"2,996",10,2,0,0,,,
Marco Parolo,2015-2016,1. Serie A,Lazio,31,30,"2,561",3,0,0,0,,,
Marco Parolo,2016-2017,1. Serie A,Lazio,34,34,"2,976",5,1,0,0,,,
Marco Parolo,2017-2018,1. Serie A,Lazio,31,30,"2,612",4,3,0,0,5.3,5.3,2.6
Marco Parolo,2018-2019,1. Serie A,Lazio,34,28,"2,563",4,3,0,0,5.5,5.5,3.8
Marco Parolo,2019-2020,1. Serie A,Lazio,29,17,"1,700",1,0,0,0,0.8,0.8,0.4
Marco Parolo,2020-2021,1. Serie A,Lazio,18,7,653,0,2,0,0,0.5,0.5,0.9
Marco Pissardo,2017-2018,1. Serie A,Inter,0,0,,,,,,,,
Marco Pissardo,,,,,,,,,,,,,
Marco Pissardo,2023-2024,2. Serie B,Bari,6,5,481,0,0,0,0,0.0,0.0,0.0
Marco Pissardo,2024-2025,2. Serie B,Bari,1,0,19,0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2013-2014,1. Serie A,Atalanta,3,3,270,0,0,0,0,,,
Marco Sportiello,2014-2015,1. Serie A,Atalanta,37,37,"3,330",0,0,0,0,,,
Marco Sportiello,2015-2016,1. Serie A,Atalanta,36,36,"3,240",0,0,0,0,,,
Marco Sportiello,2016-2017,1. Serie A,Atalanta,8,8,720,0,0,0,0,,,
Marco Sportiello,2016-2017,1. Serie A,Fiorentina,2,2,180,0,0,0,0,,,
Marco Sportiello,2017-2018,1. Serie A,Fiorentina,37,37,"3,202",0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2018-2019,1. Serie A,Frosinone,35,35,"3,150",0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2019-2020,1. Serie A,Atalanta,6,5,525,0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2020-2021,1. Serie A,Atalanta,15,13,"1,261",0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2021-2022,1. Serie A,Atalanta,5,5,450,0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2022-2023,1. Serie A,Atalanta,15,14,"1,339",0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2023-2024,1. Serie A,Milan,7,7,630,0,0,0,0,0.0,0.0,0.0
Marco Sportiello,2024-2025,1. Serie A,Milan,0,0,,,,,,,,
Marco Storari,1996-1997,1. Serie A,Perugia,0,0,,0,,,,,,
Marco Storari,,,,,,,,,,,,,
Marco Storari,2001-2002,2. Serie B,Ancona,22,22,"1,963",0,0,0,0,0.00,0.00,0.00
Marco Storari,2002-2003,2. Serie B,Napoli,4,3,334,0,0,0,0,0.00,0.00,0.00
Marco Storari,2002-2003,2. Serie B,Messina,16,16,"1,430",0,0,0,0,0.00,0.00,0.00
Marco Storari,2003-2004,2. Serie B,Messina,45,45,"4,050",0,0,0,0,0.00,0.00,0.00
Marco Storari,2004-2005,1. Serie A,Messina,28,28,"2,520",0,0,0,0,0.00,0.00,0.00
Marco Storari,2005-2006,1. Serie A,Messina,35,35,"3,128",0,0,0,0,0.00,0.00,0.00
Marco Storari,2006-2007,1. Serie A,Milan,22,22,"1,980",0,0,0,0,0.00,0.00,0.00
Marco Storari,2007-2008,1. La Liga,Levante,17,17,"1,530",0,0,0,0,0.00,0.00,0.00
Marco Storari,2007-2008,1. Serie A,Cagliari,20,20,"1,800",0,0,0,0,0.00,0.00,0.00
Marco Storari,2008-2009,1. Serie A,Fiorentina,1,1,90,0,0,0,0,0.00,0.00,0.00
Marco Storari,2009-2010,1. Serie A,Sampdoria,19,19,"1,710",0,0,0,0,0.00,0.00,0.00
Marco Storari,2009-2010,1. Serie A,Milan,7,7,630,0,0,0,0,0.00,0.00,0.00
Marco Storari,2010-2011,1. Serie A,Juventus,23,22,"2,058",0,0,0,0,0.00,0.00,0.00
Marco Storari,2011-2012,1. Serie A,Juventus,3,3,270,0,0,0,0,0.00,0.00,0.00
Marco Storari,2012-2013,1. Serie A,Juventus,6,6,529,0,0,0,0,0.00,0.00,0.00
Marco Storari,2013-2014,1. Serie A,Juventus,6,5,515,0,0,0,0,0.00,0.00,0.00
Marco Storari,2014-2015,1. Serie A,Juventus,5,5,450,0,0,0,0,0.00,0.00,0.00
Marco Storari,2015-2016,2. Serie B,Cagliari,41,41,"3,690",0,0,0,0,0.00,0.00,0.00
Marco Storari,2016-2017,1. Serie A,Cagliari,15,15,"1,256",0,0,0,0,0.00,0.00,0.00
Marco Storari,2016-2017,1. Serie A,Milan,0,0,,,,,,,,
Marco Storari,2017-2018,1. Serie A,Milan,0,0,,,,,,,,
Marco Tumminello,2015-2016,1. Serie A,Roma,1,0,1,0,0,0,0,,,
Marco Tumminello,2016-2017,1. Serie A,Roma,0,0,,,,,,,,
Marco Tumminello,2017-2018,1. Serie A,Roma,1,0,1,0,0,0,0,0.0,0.0,0.0
Marco Tumminello,2017-2018,1. Serie A,Crotone,9,2,203,3,1,0,0,1.0,1.0,0.4
Marco Tumminello,2018-2019,1. Serie A,Atalanta,2,0,9,0,0,0,0,0.0,0.0,0.0
Marco Tumminello,2018-2019,2. Serie B,Lecce,6,1,207,1,0,0,0,1.0,1.0,0.1
Marco Tumminello,2019-2020,2. Serie B,Pescara,3,3,197,2,0,1,1,1.5,0.7,0.1
Marco Tumminello,2020-2021,2. Serie B,SPAL,5,0,114,0,0,0,0,0.4,0.4,0.1
Marco Tumminello,2021-2022,2. Serie B,US Reggina,14,3,358,1,0,0,0,1.2,1.2,0.3
Marek Hamšík,2004-2005,1. Serie A,Brescia,1,0,26,0,,0,0,,,
Marek Hamšík,2005-2006,2. Serie B,Brescia,24,13,"1,266",0,2,0,0,,,
Marek Hamšík,2006-2007,2. Serie B,Brescia,40,34,"3,063",10,4,7,7,,,
Marek Hamšík,2007-2008,1. Serie A,Napoli,37,34,"2,892",9,3,0,0,,,
Marek Hamšík,2008-2009,1. Serie A,Napoli,32,31,"2,496",9,4,2,2,,,
Marek Hamšík,2009-2010,1. Serie A,Napoli,37,37,"3,239",12,4,2,2,,,
Marek Hamšík,2010-2011,1. Serie A,Napoli,37,36,"2,964",11,8,2,2,,,
Marek Hamšík,2011-2012,1. Serie A,Napoli,37,30,"2,679",9,8,0,0,,,
Marek Hamšík,2012-2013,1. Serie A,Napoli,38,37,"3,266",11,14,0,0,,,
Marek Hamšík,2013-2014,1. Serie A,Napoli,28,23,"1,981",7,5,0,0,,,
Marek Hamšík,2014-2015,1. Serie A,Napoli,35,28,"2,304",7,10,0,0,,,
Marek Hamšík,2015-2016,1. Serie A,Napoli,38,38,"3,220",6,11,1,1,,,
Marek Hamšík,2016-2017,1. Serie A,Napoli,38,37,"3,030",12,10,0,0,,,
Marek Hamšík,2017-2018,1. Serie A,Napoli,38,32,"2,371",7,1,0,0,6.6,6.6,2.9
