Name,League,Year,Club,Matches Played,Starts,Minutes,Goals,Assists,Penalty Goals,Penalty Attempts,xGoals,non-penalty xGoals,xAssists
Cristiano Lombardi,2017-2018,1. Serie A,Benevento,17,13,"1,112",0,2,0,0,1.1,1.1,1.7
Cristiano Lombardi,2018-2019,2. Serie B,Venezia,11,10,857,0,1,0,0,1.0,1.0,1.4
Cristiano Lombardi,2019-2020,2. Serie B,Salernitana,21,17,"1,455",5,3,0,0,2.6,2.2,2.7
Cristiano Lombardi,2020-2021,2. Serie B,Salernitana,3,2,67,0,0,0,0,0.1,0.1,0.0
Cristiano Lombardi,2021-2022,2. Serie B,US Reggina,8,4,319,0,0,0,0,0.4,0.4,0.0
Cristián Zapata,2005-2006,1. Serie A,Udinese,21,21,"1,885",1,1,0,0,,,
Cristián Zapata,2006-2007,1. Serie A,Udinese,36,35,"3,153",0,0,0,0,,,
Cristián Zapata,2007-2008,1. Serie A,Udinese,27,26,"2,287",1,0,0,0,,,
Cristián Zapata,2008-2009,1. Serie A,Udinese,18,17,"1,609",1,0,0,0,,,
Cristián Zapata,2009-2010,1. Serie A,Udinese,31,30,"2,642",0,0,0,0,,,
Cristián Zapata,2010-2011,1. Serie A,Udinese,35,35,"3,105",2,0,0,0,,,
Cristián Zapata,2011-2012,1. La Liga,Villarreal,28,28,"2,492",0,0,0,0,,,
Cristián Zapata,2012-2013,1. Serie A,Milan,23,22,"1,931",0,1,0,0,,,
Cristián Zapata,2013-2014,1. Serie A,Milan,20,20,"1,792",1,0,0,0,,,
Cristián Zapata,2014-2015,1. Serie A,Milan,12,8,868,0,1,0,0,,,
Cristián Zapata,2015-2016,1. Serie A,Milan,16,14,"1,335",1,0,0,0,,,
Cristián Zapata,2016-2017,1. Serie A,Milan,15,12,"1,172",1,0,0,0,,,
Cristián Zapata,2017-2018,1. Serie A,Milan,12,11,994,0,0,0,0,0.3,0.3,0.5
Cristián Zapata,2018-2019,1. Serie A,Milan,13,12,"1,026",0,0,0,0,0.2,0.2,0.3
Cristián Zapata,2019-2020,1. Serie A,Genoa,20,19,"1,718",1,0,0,0,0.8,0.8,0.7
Cristián Zapata,2020-2021,1. Serie A,Genoa,12,12,968,0,0,0,0,0.2,0.2,0.0
Cristián Zapata,2021,1. Liga Argentina,San Lorenzo,17,16,"1,395",1,1,0,0,1.7,1.7,0.8
Cristián Zapata,2022,1. Liga Argentina,San Lorenzo,21,21,"1,842",0,0,0,0,0.1,0.1,0.2
Cristián Zapata,2023,1. Primera A,Nacional,38,37,"3,361",0,1,0,0,,,
Cristián Zapata,2024,1. Série A,Vitória,0,0,,,,,,,,
Cristián Zapata,2024,1. Primera A,CA Bucaramanga,9,6,599,0,0,0,0,,,
Cyril Théréau,2006-2007,1. Liga I,Steaua,17,16,"1,153",10,2,0,0,,,
Cyril Théréau,2006-2007,1. First Division,Charleroi,4,4,328,3,0,0,0,,,
Cyril Théréau,2007-2008,1. First Division,Anderlecht,11,4,420,1,1,0,0,,,
Cyril Théréau,2007-2008,1. First Division,Charleroi,15,14,"1,324",5,0,0,0,,,
Cyril Théréau,2008-2009,1. First Division,Charleroi,30,15,"1,648",4,0,0,0,,,
Cyril Théréau,2009-2010,1. Pro League,Charleroi,33,32,"2,789",13,1,5,5,,,
Cyril Théréau,2010-2011,1. Pro League,Charleroi,3,3,270,0,0,0,0,,,
Cyril Théréau,2010-2011,1. Serie A,Chievo,23,15,"1,302",2,0,0,0,,,
Cyril Théréau,2011-2012,1. Serie A,Chievo,32,27,"2,317",6,4,0,0,,,
Cyril Théréau,2012-2013,1. Serie A,Chievo,37,35,"2,999",11,4,1,1,,,
Cyril Théréau,2013-2014,1. Serie A,Chievo,32,28,"2,360",7,2,2,2,,,
Cyril Théréau,2014-2015,1. Serie A,Udinese,37,25,"2,476",10,0,0,0,,,
Cyril Théréau,2015-2016,1. Serie A,Udinese,36,34,"2,894",11,3,0,0,,,
Cyril Théréau,2016-2017,1. Serie A,Udinese,33,31,"2,483",12,1,1,1,,,
Cyril Théréau,2017-2018,1. Serie A,Udinese,2,2,180,2,0,1,1,0.9,0.1,0.0
Cyril Théréau,2017-2018,1. Serie A,Fiorentina,20,16,"1,112",5,2,3,3,5.6,3.3,2.3
Cyril Théréau,2018-2019,1. Serie A,Fiorentina,2,0,30,0,0,0,0,0.1,0.1,0.0
Cyril Théréau,2018-2019,1. Serie A,Cagliari,5,1,131,0,0,0,0,0.1,0.1,0.0
Dalbert Henrique,2015-2016,1. Primeira Liga,Vitória,25,23,"1,973",0,0,0,0,,,
Dalbert Henrique,2016-2017,1. Ligue 1,Nice,33,33,"2,867",0,2,0,0,,,
Dalbert Henrique,2017-2018,1. Ligue 1,Nice,0,0,,,,,,,,
Dalbert Henrique,2017-2018,1. Serie A,Inter,13,5,531,0,0,0,0,0.1,0.1,0.2
Dalbert Henrique,2018-2019,1. Serie A,Inter,11,9,778,0,1,0,0,0.2,0.2,1.1
Dalbert Henrique,2019-2020,1. Serie A,Fiorentina,31,29,"2,484",0,5,0,0,0.8,0.8,3.4
Dalbert Henrique,2019-2020,1. Serie A,Inter,0,0,,,,,,,,
Dalbert Henrique,2020-2021,1. Serie A,Inter,0,0,,,,,,,,
Dalbert Henrique,2020-2021,1. Ligue 1,Rennes,13,3,373,0,1,0,0,0.1,0.1,0.4
Dalbert Henrique,2021-2022,1. Serie A,Cagliari,28,27,"2,081",0,2,0,0,1.5,1.5,2.0
Dalbert Henrique,,,,,,,,,,,,,
Dalbert Henrique,2023,1. Série A,Internacional,9,7,497,0,0,0,0,0.0,0.0,0.2
Dalbert Henrique,2024,2. Série B,Sport Recife,23,17,"1,422",0,0,0,0,,,
Daniele Baselli,2011-2012,2. Serie B,Cittadella,13,10,824,0,1,0,0,,,
Daniele Baselli,2012-2013,2. Serie B,Cittadella,37,31,"2,784",1,3,0,0,,,
Daniele Baselli,2013-2014,1. Serie A,Atalanta,28,14,"1,404",0,2,0,0,,,
Daniele Baselli,2014-2015,1. Serie A,Atalanta,22,15,"1,281",2,2,0,0,,,
Daniele Baselli,2015-2016,1. Serie A,Torino,35,25,"2,264",4,3,0,0,,,
Daniele Baselli,2016-2017,1. Serie A,Torino,37,28,"2,288",6,5,0,0,,,
Daniele Baselli,2017-2018,1. Serie A,Torino,32,30,"2,521",4,0,0,0,3.8,3.8,1.5
Daniele Baselli,2018-2019,1. Serie A,Torino,34,27,"2,379",4,1,0,0,2.4,2.4,4.2
Daniele Baselli,2019-2020,1. Serie A,Torino,16,16,"1,278",0,2,0,0,0.7,0.7,0.9
Daniele Baselli,2020-2021,1. Serie A,Torino,15,3,396,0,0,0,0,0.3,0.3,0.7
Daniele Baselli,2021-2022,1. Serie A,Torino,6,0,150,0,0,0,0,0.7,0.7,0.0
Daniele Baselli,2021-2022,1. Serie A,Cagliari,9,2,290,0,1,0,0,0.5,0.5,0.7
Daniele Baselli,2022-2023,2. Serie B,Como,18,11,918,1,0,0,0,1.4,1.4,0.8
Daniele Baselli,2023-2024,2. Serie B,Como,24,8,822,0,1,0,0,0.2,0.2,0.1
Daniele Baselli,2024-2025,1. Serie A,Como,2,1,22,0,0,0,0,0.0,0.0,0.0
Daniele De Rossi,2002-2003,1. Serie A,Roma,4,3,279,2,0,0,0,,,
Daniele De Rossi,2003-2004,1. Serie A,Roma,17,4,519,0,4,0,0,,,
Daniele De Rossi,2004-2005,1. Serie A,Roma,30,30,"2,499",2,1,0,0,,,
Daniele De Rossi,2005-2006,1. Serie A,Roma,34,34,"2,957",6,1,0,0,,,
Daniele De Rossi,2006-2007,1. Serie A,Roma,36,34,"3,012",2,4,0,0,,,
Daniele De Rossi,2007-2008,1. Serie A,Roma,34,34,"3,046",5,4,2,2,,,
Daniele De Rossi,2008-2009,1. Serie A,Roma,33,33,"2,894",3,5,0,0,,,
Daniele De Rossi,2009-2010,1. Serie A,Roma,33,33,"2,804",7,4,0,0,,,
Daniele De Rossi,2010-2011,1. Serie A,Roma,28,28,"2,373",2,4,0,0,,,
Daniele De Rossi,2011-2012,1. Serie A,Roma,32,32,"2,832",4,3,0,0,,,
Daniele De Rossi,2012-2013,1. Serie A,Roma,25,21,"1,755",0,5,0,0,,,
Daniele De Rossi,2013-2014,1. Serie A,Roma,32,31,"2,723",1,1,0,0,,,
Daniele De Rossi,2014-2015,1. Serie A,Roma,26,25,"2,148",2,0,0,0,,,
Daniele De Rossi,2015-2016,1. Serie A,Roma,24,23,"1,905",1,2,0,0,,,
Daniele De Rossi,2016-2017,1. Serie A,Roma,31,27,"2,341",4,4,2,2,,,
Daniele De Rossi,2017-2018,1. Serie A,Roma,22,21,"1,829",1,1,0,0,0.8,0.8,1.9
Daniele De Rossi,2018-2019,1. Serie A,Roma,18,15,"1,270",1,1,0,0,1.5,1.5,1.3
Daniele De Rossi,2019-2020,1. Liga Argentina,Boca Juniors,5,4,344,0,0,0,0,0.0,0.0,0.1
Daniele Padelli,2006-2007,1. Premier League,Liverpool,1,1,90,0,0,,,,,
Daniele Padelli,2006-2007,2. Serie B,Crotone,1,1,90,0,0,0,0,,,
Daniele Padelli,2007-2008,2. Serie B,Pisa,7,6,583,0,0,0,0,,,
Daniele Padelli,2008-2009,2. Serie B,Avellino,15,14,"1,308",0,0,0,0,,,
Daniele Padelli,2009-2010,1. Serie A,Bari,1,1,90,0,0,0,0,,,
Daniele Padelli,2010-2011,1. Serie A,Bari,2,2,180,0,0,0,0,,,
Daniele Padelli,,,,,,,,,,,,,
Daniele Padelli,2012-2013,1. Serie A,Udinese,9,7,758,0,0,0,0,,,
Daniele Padelli,2013-2014,1. Serie A,Torino,38,38,"3,380",0,0,0,0,,,
Daniele Padelli,2014-2015,1. Serie A,Torino,25,25,"2,250",0,0,0,0,,,
Daniele Padelli,2015-2016,1. Serie A,Torino,35,35,"3,150",0,0,0,0,,,
Daniele Padelli,2016-2017,1. Serie A,Torino,2,2,180,0,0,0,0,,,
Daniele Padelli,2017-2018,1. Serie A,Inter,0,0,,,,,,,,
Daniele Padelli,2018-2019,1. Serie A,Inter,0,0,,,,,,,,
Daniele Padelli,2019-2020,1. Serie A,Inter,3,3,270,0,0,0,0,0.0,0.0,0.0
Daniele Padelli,2020-2021,1. Serie A,Inter,1,0,45,0,0,0,0,0.0,0.0,0.0
Daniele Padelli,2021-2022,1. Serie A,Udinese,3,3,270,0,0,0,0,0.0,0.0,0.0
Daniele Padelli,2022-2023,1. Serie A,Udinese,0,0,,,,,,,,
Daniele Padelli,2023-2024,1. Serie A,Udinese,0,0,,0,0,0,0,,,
Daniele Padelli,2024-2025,1. Serie A,Udinese,0,0,,,,,,,,
Daniele Rugani,2013-2014,2. Serie B,Empoli,40,40,"3,577",2,0,0,0,,,
Daniele Rugani,2014-2015,1. Serie A,Empoli,38,38,"3,420",3,0,0,0,,,
Daniele Rugani,2015-2016,1. Serie A,Juventus,17,11,"1,167",0,0,0,0,,,
Daniele Rugani,2016-2017,1. Serie A,Juventus,15,11,"1,081",2,0,0,0,,,
Daniele Rugani,2017-2018,1. Serie A,Juventus,22,22,"1,935",2,1,0,0,1.0,1.0,0.6
Daniele Rugani,2018-2019,1. Serie A,Juventus,15,15,"1,350",2,0,0,0,1.6,1.6,0.0
Daniele Rugani,2019-2020,1. Serie A,Juventus,10,7,690,0,0,0,0,0.3,0.3,0.0
Daniele Rugani,2020-2021,1. Ligue 1,Rennes,1,1,90,0,0,0,0,0.1,0.1,0.0
Daniele Rugani,2020-2021,1. Serie A,Cagliari,16,12,"1,001",1,1,0,0,0.4,0.4,0.5
Daniele Rugani,2020-2021,1. Serie A,Juventus,0,0,,,,,,,,
Daniele Rugani,2021-2022,1. Serie A,Juventus,12,9,879,0,0,0,0,0.2,0.2,0.0
Daniele Rugani,2022-2023,1. Serie A,Juventus,9,6,564,0,0,0,0,0.5,0.5,0.0
Daniele Rugani,2023-2024,1. Serie A,Juventus,17,13,"1,187",2,0,0,0,1.6,1.6,0.4
Daniele Rugani,2024-2025,1. Eredivisie,Ajax,4,1,117,0,0,0,0,0.0,0.0,0.0
Danilo D'Ambrosio,2009-2010,2. Serie B,Torino,19,16,"1,441",1,0,0,0,,,
Danilo D'Ambrosio,2010-2011,2. Serie B,Torino,29,27,"2,426",2,1,0,0,,,
Danilo D'Ambrosio,2011-2012,2. Serie B,Torino,26,16,"1,549",3,1,0,0,,,
Danilo D'Ambrosio,2012-2013,1. Serie A,Torino,27,22,"1,958",2,3,0,0,,,
Danilo D'Ambrosio,2013-2014,1. Serie A,Torino,14,14,"1,210",2,1,0,0,,,
Danilo D'Ambrosio,2013-2014,1. Serie A,Inter,11,8,642,0,0,0,0,,,
Danilo D'Ambrosio,2014-2015,1. Serie A,Inter,23,19,"1,681",0,2,0,0,,,
Danilo D'Ambrosio,2015-2016,1. Serie A,Inter,20,18,"1,616",2,0,0,0,,,
Danilo D'Ambrosio,2016-2017,1. Serie A,Inter,32,32,"2,829",3,3,0,0,,,
Danilo D'Ambrosio,2017-2018,1. Serie A,Inter,34,34,"2,979",2,3,0,0,2.7,2.7,1.4
Danilo D'Ambrosio,2018-2019,1. Serie A,Inter,30,29,"2,579",2,5,0,0,2.6,2.6,5.0
Danilo D'Ambrosio,2019-2020,1. Serie A,Inter,22,15,"1,402",4,0,0,0,1.7,1.7,0.9
Danilo D'Ambrosio,2020-2021,1. Serie A,Inter,19,7,699,3,0,0,0,1.3,1.3,0.2
Danilo D'Ambrosio,2021-2022,1. Serie A,Inter,20,9,"1,000",1,1,0,0,2.0,2.0,0.1
Danilo D'Ambrosio,2022-2023,1. Serie A,Inter,15,8,733,0,2,0,0,0.3,0.3,0.7
Danilo D'Ambrosio,2023-2024,1. Serie A,Monza,24,16,"1,536",0,0,0,0,0.7,0.7,0.2
Danilo D'Ambrosio,2024-2025,1. Serie A,Monza,9,1,214,0,0,0,0,0.0,0.0,0.1
Davide Astori,2008-2009,1. Serie A,Cagliari,10,5,564,0,0,0,0,,,
Davide Astori,2009-2010,1. Serie A,Cagliari,34,34,"3,038",2,0,0,0,,,
Davide Astori,2010-2011,1. Serie A,Cagliari,36,36,"3,240",0,0,0,0,,,
Davide Astori,2011-2012,1. Serie A,Cagliari,28,28,"2,450",1,0,0,0,,,
Davide Astori,2012-2013,1. Serie A,Cagliari,32,31,"2,764",0,0,0,0,,,
Davide Astori,2013-2014,1. Serie A,Cagliari,34,34,"3,015",0,2,0,0,,,
Davide Astori,2014-2015,1. Serie A,Roma,24,22,"2,040",1,0,0,0,,,
Davide Astori,2015-2016,1. Serie A,Fiorentina,33,32,"2,901",0,0,0,0,,,
Davide Astori,2016-2017,1. Serie A,Fiorentina,33,33,"2,967",2,0,0,0,,,
Davide Astori,2017-2018,1. Serie A,Fiorentina,25,25,"2,250",1,1,0,0,1.0,1.0,0.3
Davide Calabria,2014-2015,1. Serie A,Milan,1,0,8,0,0,0,0,,,
Davide Calabria,2015-2016,1. Serie A,Milan,6,3,372,0,0,0,0,,,
Davide Calabria,2016-2017,1. Serie A,Milan,12,11,987,0,1,0,0,,,
Davide Calabria,2017-2018,1. Serie A,Milan,21,18,"1,564",1,2,0,0,0.8,0.8,2.3
Davide Calabria,2018-2019,1. Serie A,Milan,26,22,"1,950",1,2,0,0,0.4,0.4,2.0
Davide Calabria,2019-2020,1. Serie A,Milan,25,16,"1,622",1,1,0,0,0.5,0.5,0.7
Davide Calabria,2020-2021,1. Serie A,Milan,32,30,"2,647",2,1,0,0,1.3,1.3,1.6
Davide Calabria,2021-2022,1. Serie A,Milan,26,24,"2,119",2,2,0,0,3.8,3.8,1.8
Davide Calabria,2022-2023,1. Serie A,Milan,25,21,"1,690",1,4,0,0,1.2,1.2,1.7
Davide Calabria,2023-2024,1. Serie A,Milan,29,26,"2,185",1,3,0,0,1.3,1.3,1.2
Davide Calabria,2024-2025,1. Serie A,Milan,4,2,157,0,0,0,0,0.0,0.0,0.2
Davide Di Gennaro,2006-2007,1. Serie A,Milan,1,0,32,0,,0,0,,,
Davide Di Gennaro,2007-2008,2. Serie B,Bologna,22,5,609,2,1,0,0,,,
Davide Di Gennaro,2008-2009,1. Serie A,Reggina,24,7,754,1,0,0,0,,,
Davide Di Gennaro,2008-2009,1. Serie A,Genoa,1,0,25,0,0,0,0,,,
Davide Di Gennaro,2009-2010,1. Serie A,Livorno,11,6,543,0,1,0,0,,,
Davide Di Gennaro,2010-2011,2. Serie B,Padova,17,15,"1,145",5,2,0,0,,,
Davide Di Gennaro,2011-2012,2. Serie B,Modena,32,30,"2,494",10,6,4,4,,,
Davide Di Gennaro,2012-2013,2. Serie B,Spezia,34,25,"2,263",9,7,5,5,,,
Davide Di Gennaro,2013-2014,2. Serie B,Palermo,14,8,614,2,0,0,0,,,
Davide Di Gennaro,2014-2015,2. Serie B,Vicenza,38,35,"3,007",4,6,2,2,,,
Davide Di Gennaro,2015-2016,2. Serie B,Cagliari,31,27,"2,168",4,5,0,0,,,
Davide Di Gennaro,2016-2017,1. Serie A,Cagliari,20,17,"1,434",2,5,0,0,,,
Davide Di Gennaro,2017-2018,1. Serie A,Lazio,2,0,11,0,0,0,0,0.0,0.0,0.0
Davide Di Gennaro,2018-2019,2. Serie B,Salernitana,9,4,347,0,2,0,0,0.5,0.5,1.6
Davide Di Gennaro,2019-2020,2. Serie B,Juve Stabia,11,7,553,1,1,0,0,0.5,0.5,1.1
Davide Santon,2008-2009,1. Serie A,Inter,16,14,"1,276",0,1,0,0,,,
Davide Santon,2009-2010,1. Serie A,Inter,12,8,757,0,0,0,0,,,
Davide Santon,2010-2011,1. Serie A,Inter,12,5,484,0,1,0,0,,,
Davide Santon,2010-2011,1. Serie A,Cesena,11,9,849,0,0,0,0,,,
Davide Santon,2011-2012,1. Premier League,Newcastle Utd,24,19,"1,662",0,1,0,0,,,
Davide Santon,2012-2013,1. Premier League,Newcastle Utd,31,31,"2,639",1,2,0,0,,,
Davide Santon,2013-2014,1. Premier League,Newcastle Utd,27,26,"2,218",0,0,0,0,,,
Davide Santon,2014-2015,1. Premier League,Newcastle Utd,0,0,,,,,,,,
Davide Santon,2014-2015,1. Serie A,Inter,9,7,717,0,0,0,0,,,
Davide Santon,2015-2016,1. Serie A,Inter,12,11,974,0,1,0,0,,,
Davide Santon,2016-2017,1. Serie A,Inter,14,11,"1,020",0,1,0,0,,,
Davide Santon,2017-2018,1. Serie A,Inter,15,9,836,0,0,0,0,0.2,0.2,0.1
Davide Santon,2018-2019,1. Serie A,Roma,17,11,"1,009",0,1,0,0,0.1,0.1,0.7
Davide Santon,2019-2020,1. Serie A,Roma,15,7,619,0,0,0,0,0.1,0.1,0.1
Davide Santon,2020-2021,1. Serie A,Roma,10,7,586,0,1,0,0,0.4,0.4,0.6
Davide Zappacosta,2013-2014,2. Serie B,Avellino,32,32,"2,791",2,1,0,0,,,
Davide Zappacosta,2014-2015,1. Serie A,Atalanta,29,27,"2,254",3,1,0,0,,,
Davide Zappacosta,2015-2016,1. Serie A,Torino,25,13,"1,266",1,1,0,0,,,
Davide Zappacosta,2016-2017,1. Serie A,Torino,29,25,"2,337",1,5,0,0,,,
Davide Zappacosta,2017-2018,1. Serie A,Torino,2,1,96,0,0,0,0,0.0,0.0,0.0
Davide Zappacosta,2017-2018,1. Premier League,Chelsea,22,12,"1,098",1,1,0,0,1.4,1.4,1.3
Davide Zappacosta,2018-2019,1. Premier League,Chelsea,4,1,128,0,0,0,0,0.1,0.1,0.1
Davide Zappacosta,2019-2020,1. Serie A,Roma,9,3,452,0,1,0,0,0.6,0.6,0.7
Davide Zappacosta,2020-2021,1. Serie A,Genoa,25,23,"2,045",4,2,0,0,2.6,2.6,1.4
Davide Zappacosta,2021-2022,1. Serie A,Atalanta,34,29,"2,345",1,5,0,0,2.1,2.1,4.0
Davide Zappacosta,2022-2023,1. Serie A,Atalanta,21,18,"1,471",4,2,0,0,1.5,1.5,1.6
Davide Zappacosta,2023-2024,1. Serie A,Atalanta,31,23,"1,867",2,1,0,0,2.2,2.2,1.4
Davide Zappacosta,2024-2025,1. Serie A,Atalanta,11,9,706,2,1,0,0,0.6,0.6,0.7
Dejan Kulusevski,2017-2018,1. Serie A,Atalanta,0,0,,,,,,,,
Dejan Kulusevski,2018-2019,1. Serie A,Atalanta,3,0,105,0,0,0,0,0.1,0.1,0.0
Dejan Kulusevski,2019-2020,1. Serie A,Parma,36,33,"2,930",10,8,1,1,6.7,5.9,8.6
Dejan Kulusevski,2020-2021,1. Serie A,Juventus,35,19,"1,923",4,3,0,0,3.0,3.0,6.2
Dejan Kulusevski,2021-2022,1. Serie A,Juventus,20,5,772,1,3,0,0,1.7,1.7,1.2
Dejan Kulusevski,2021-2022,1. Premier League,Tottenham,18,14,"1,261",5,8,0,0,2.7,2.7,3.4
Dejan Kulusevski,2022-2023,1. Premier League,Tottenham,30,23,"2,067",2,7,0,0,2.5,2.5,4.6
Dejan Kulusevski,2023-2024,1. Premier League,Tottenham,36,31,"2,762",8,3,0,0,4.7,4.7,7.7
Dejan Kulusevski,2024-2025,1. Premier League,Tottenham,13,11,972,2,3,0,0,1.5,1.5,3.6
Dennis Praet,2011-2012,1. Pro League,Anderlecht,7,0,111,0,0,0,0,,,
Dennis Praet,2012-2013,1. Pro League,Anderlecht,27,22,"1,668",2,4,0,0,,,
Dennis Praet,2013-2014,1. Pro League,Anderlecht,37,31,"2,654",5,3,0,0,,,
Dennis Praet,2014-2015,1. Pro League,Anderlecht,30,29,"2,584",7,9,0,0,,,
Dennis Praet,2015-2016,1. Pro League,Anderlecht,37,36,"3,129",6,6,0,0,,,
Dennis Praet,2016-2017,1. First Division A,Anderlecht,1,0,62,0,0,0,0,,,
Dennis Praet,2016-2017,1. Serie A,Sampdoria,32,19,"1,799",1,1,0,0,,,
Dennis Praet,2017-2018,1. Serie A,Sampdoria,32,31,"2,657",1,3,0,0,2.0,2.0,3.3
Dennis Praet,2018-2019,1. Serie A,Sampdoria,34,33,"2,890",2,3,0,0,2.3,2.3,5.0
Dennis Praet,2019-2020,1. Premier League,Leicester City,27,12,"1,134",1,2,0,0,0.9,0.9,1.3
Dennis Praet,2020-2021,1. Premier League,Leicester City,15,10,718,1,1,0,0,0.4,0.4,1.1
Dennis Praet,2021-2022,1. Serie A,Torino,23,17,"1,539",2,2,0,0,2.3,2.3,4.4
Dennis Praet,2021-2022,1. Premier League,Leicester City,0,0,,,,,,,,
Dennis Praet,2022-2023,1. Premier League,Leicester City,22,6,649,1,0,0,0,1.0,1.0,0.5
Dennis Praet,2023-2024,2. Championship,Leicester City,17,6,618,0,1,0,0,0.9,0.9,2.1
Dennis Praet,2024-2025,1. Pro League A,Antwerp,8,4,372,0,0,0,0,0.2,0.2,0.3
Devid Bouah,2017-2018,1. Serie A,Roma,0,0,,,,,,,,
Devid Bouah,,,,,,,,,,,,,
Devid Bouah,2020-2021,2. Serie B,Cosenza,11,2,234,0,0,0,0,0.0,0.0,0.0
Devid Bouah,,,,,,,,,,,,,
Devid Bouah,2022-2023,2. Serie B,US Reggina,9,5,459,1,0,0,0,1.0,1.0,0.2
Devid Bouah,,,,,,,,,,,,,
Devid Bouah,2024-2025,2. Serie B,Carrarese,10,4,465,2,0,0,0,0.6,0.6,0.2
Diego Falcinelli,2009-2010,2. Serie B,Sassuolo,1,0,9,0,0,0,0,,,
Diego Falcinelli,,,,,,,,,,,,,
Diego Falcinelli,2011-2012,2. Serie B,Juve Stabia,12,5,526,1,0,0,0,,,
Diego Falcinelli,2011-2012,2. Serie B,Sassuolo,3,0,22,0,0,0,0,,,
Diego Falcinelli,2012-2013,2. Serie B,Virtus Lanciano,39,36,"2,988",5,6,0,0,,,
Diego Falcinelli,2013-2014,2. Serie B,Virtus Lanciano,34,27,"2,538",4,2,0,0,,,
Diego Falcinelli,2014-2015,2. Serie B,Perugia,38,31,"2,721",14,3,4,4,,,
Diego Falcinelli,2015-2016,1. Serie A,Sassuolo,26,11,"1,117",2,1,1,1,,,
Diego Falcinelli,2016-2017,1. Serie A,Crotone,35,35,"3,124",13,2,2,2,,,
Diego Falcinelli,2016-2017,1. Serie A,Sassuolo,1,0,16,0,0,0,0,,,
Diego Falcinelli,2017-2018,1. Serie A,Sassuolo,20,15,"1,314",2,1,0,0,4.2,4.0,0.4
Diego Falcinelli,2017-2018,1. Serie A,Fiorentina,12,3,440,0,0,0,0,1.3,1.3,0.5
Diego Falcinelli,2018-2019,1. Serie A,Bologna,16,8,703,0,1,0,0,1.3,1.3,0.5
Diego Falcinelli,2019-2020,2. Serie B,Perugia,25,17,"1,410",3,0,1,1,3.7,2.9,0.5
Diego Falcinelli,2020-2021,1. SuperLiga,Red Star,23,15,"1,367",9,,0,0,,,
Diego Falcinelli,2021-2022,1. Serie A,Bologna,6,0,66,0,0,0,0,0.6,0.6,0.0
Diego Falcinelli,2022-2023,2. Serie B,Modena,33,29,"2,283",6,4,2,2,6.0,4.4,2.4
Diego Falcinelli,2023-2024,2. Serie B,Modena,17,8,787,2,2,0,0,2.2,2.2,0.7
Diego Falcinelli,2023-2024,2. Serie B,Spezia,16,13,945,0,2,0,0,2.0,2.0,0.7
Diego Falcinelli,2024-2025,2. Serie B,Spezia,9,3,256,0,0,0,0,0.6,0.6,0.2
Diego Perotti,2007-2008,2. La Liga 2,Sevilla B,32,20,"1,797",1,2,0,0,,,
Diego Perotti,2008-2009,2. La Liga 2,Sevilla B,20,19,"1,742",2,3,2,2,,,
Diego Perotti,2008-2009,1. La Liga,Sevilla,14,8,725,1,1,0,0,,,
Diego Perotti,2009-2010,1. La Liga,Sevilla,28,22,"1,807",4,2,0,0,,,
Diego Perotti,2010-2011,1. La Liga,Sevilla,31,27,"2,317",3,7,0,0,,,
Diego Perotti,2011-2012,1. La Liga,Sevilla,16,13,996,0,2,0,0,,,
Diego Perotti,2012-2013,1. La Liga,Sevilla,18,8,834,0,0,0,0,,,
Diego Perotti,2013-2014,1. La Liga,Sevilla,10,3,410,1,1,0,0,,,
Diego Perotti,2014-2015,1. Serie A,Genoa,27,27,"2,294",4,5,2,2,,,
Diego Perotti,2015-2016,1. Serie A,Genoa,16,14,"1,082",1,2,1,1,,,
Diego Perotti,2015-2016,1. Serie A,Roma,15,14,"1,203",3,6,0,0,,,
Diego Perotti,2016-2017,1. Serie A,Roma,32,20,"1,744",8,6,7,7,,,
Diego Perotti,2017-2018,1. Serie A,Roma,25,17,"1,609",5,3,2,2,5.6,2.5,3.6
Diego Perotti,2018-2019,1. Serie A,Roma,13,6,668,5,0,3,3,3.6,1.2,2.4
Diego Perotti,2019-2020,1. Serie A,Roma,21,10,875,5,3,4,4,4.2,1.1,2.4
Diego Perotti,2020-2021,1. Süper Lig,Fenerbahçe,4,2,192,3,0,2,2,,,
Diego Perotti,2021-2022,1. Serie A,Salernitana,11,1,287,0,0,0,0,1.4,0.6,0.3
Douglas Costa,2009-2010,1. Premier League,Shakhtar,13,4,585,5,1,0,0,,,
Douglas Costa,2010-2011,1. Premier League,Shakhtar,27,19,"1,704",5,6,1,1,,,
Douglas Costa,2011-2012,1. Premier League,Shakhtar,27,15,"1,458",6,2,1,1,,,
Douglas Costa,2012-2013,1. Premier League,Shakhtar,27,17,"1,310",5,2,1,1,,,
Douglas Costa,2013-2014,1. Premier League,Shakhtar,27,25,"2,079",4,10,0,0,,,
Douglas Costa,2014-2015,1. Premier League,Shakhtar,20,14,"1,267",4,6,0,0,,,
Douglas Costa,2015-2016,1. Bundesliga,Bayern Munich,27,23,"1,963",4,9,0,0,,,
Douglas Costa,2016-2017,1. Bundesliga,Bayern Munich,23,14,"1,420",4,4,0,0,,,
Douglas Costa,2017-2018,1. Serie A,Juventus,31,18,"1,795",4,6,0,0,3.0,3.0,7.6
